waypoint,q1,q2,q3,q4,q5,q6
138,0.7046490359983759,-1.8510656865193202,1.4641809756783104,-0.8062706526359655,-1.265819747244915,0.0
139,0.686045669225491,-1.8382929088580315,1.462962624444923,-0.7893179107735067,-1.256875932103749,0.0
140,0.6684081756695691,-1.825203161036737,1.4620586972760714,-0.7727636641030797,-1.248602658941155,0.0
141,0.6517012315325438,-1.8118239824294877,1.4614660786432676,-0.7566053160638665,-1.240939999840723,0.0
142,0.6358886814360051,-1.7981811053986223,1.4611796908944361,-0.7408329046867164,-1.2338313740654232,0.0
143,0.6209341008659016,-1.7842984763857446,1.4611928384066686,-0.7254301894778642,-1.2272238493440437,0.0
144,0.6068012581309149,-1.7701983096730145,1.4614975421540468,-0.7103756830413461,-1.2210683233372104,0.0
145,0.5934544857335499,-1.755901166633871,1.4620848628028227,-0.6956436310524751,-1.2153196104743083,0.0
146,0.5808589717224005,-1.7414260523828609,1.4629452077549436,-0.6812049353598274,-1.2099364549056006,0.0
147,0.568980981618539,-1.726790522864488,1.4640686190096825,-0.6670280180857691,-1.2048814875673615,0.0
148,0.5577880211604418,-1.712010796572676,1.465445039916838,-0.6530796268547047,-1.2001211425922893,0.0
149,0.5472489492848828,-1.697101866596803,1.4670645606955717,-0.6393255856070498,-1.1956255448464626,0.0
150,0.53731323317443,-1.682075771576341,1.468977683250468,-0.6258880058737203,-1.1914252456127186,0.0
151,0.5279240191021687,-1.6669442381753445,1.4712688290833704,-0.6129994103484695,-1.1875802922355465,0.0
152,0.51905778783536,-1.6517220218954418,1.473936914151974,-0.6006844105641584,-1.1840678878971296,0.0
153,0.5106925568002781,-1.6364163123119855,1.4769661801530185,-0.5889230656507978,-1.1808571438134978,0.0
154,0.5028075333516036,-1.6210319712050645,1.4803375012974418,-0.5776846458231629,-1.1779184504849236,0.0
155,0.49538310245049244,-1.605572742621484,1.4840307414413267,-0.5669345229472135,-1.1752245159707613,0.0
156,0.48840080450127615,-1.5900416012177492,1.488025409002326,-0.556635886453664,-1.172750438194193,0.0
157,0.4818433074435812,-1.57444092645319,1.4923009678599932,-0.5467504381062377,-1.17047365643927,0.0
158,0.47569437526464425,-1.5587726347759547,1.4968370640923452,-0.5372388627849795,-1.1683738814745217,0.0
159,0.46993883411043275,-1.5430382949491552,1.5016137191810874,-0.5280612317211012,-1.1664330188074887,0.0
160,0.4645625367965788,-1.527239230589129,1.5066114995522915,-0.5191773690508591,-1.164635088705245,0.0
161,0.45955232639939886,-1.5113766110255606,1.5118116662760197,-0.510547193209294,-1.1629661454694422,0.0
162,0.45489599952162807,-1.4954515306894298,1.517196306857419,-0.5021310384264158,-1.1614141976099832,0.0
163,0.45058226972445276,-1.4794650772237807,1.5227484507452689,-0.49388996013262376,-1.1599691296628456,0.0
164,0.44660073158994174,-1.4634183891015564,1.528452170967925,-0.4857860303130751,-1.1586226261922643,0.0
165,0.4429421498525487,-1.4473126477434055,1.5342898560849303,-0.4777754051052825,-1.1573670405069307,0.0
166,0.43959868359613186,-1.4311490188408746,1.5402396666881928,-0.46980072788211386,-1.1561946281696212,0.0
167,0.43656312347924753,-1.4149286827258327,1.54628147173092,-0.4618054637136688,-1.1551000071125126,0.0
168,0.4338289477261799,-1.3986533025057557,1.5523969904723764,-0.45373500676156847,-1.1540800881122815,0.0
169,0.43139030114182486,-1.3823250647403023,1.5585698936761432,-0.4455371473343981,-1.1531340112917967,0.0
170,0.4292419731251748,-1.3659466885904858,1.5647858726853334,-0.43716246347171284,-1.152263090385986,0.0
171,0.4273793761250741,-1.3495214241519864,1.5710327061893081,-0.42856473144143387,-1.1514707589364428,0.0
172,0.42579852545963387,-1.333053045618857,1.577300332174834,-0.41970137757603526,-1.1507625133726036,0.0
